gene,time,expression
YJR056C,160,0.22
YJR057W,160,-0.01
YJR058C,160,-0.23
YJR059W,160,0.79
YJR061W,160,-0.28
YJR063W,160,0.6
YJR066W,160,0.33
YJR071W,160,-0.09
YJR072C,160,-0.1
YJR073C,160,-0.26
YJR076C,160,-0.19
YJR078W,160,-0.49
YJR079W,160,0.01
YJR080C,160,-0.21
YJR082C,160,0.33
YJR083C,160,-0.6
YJR084W,160,0.13
YJR085C,160,-0.19
YJR086W,160,0.42
YJR087W,160,-1.51
YJR088C,160,-0.11
YJR089W,160,0.03
YJR090C,160,-0.29
YJR091C,160,-0.12
YJR092W,160,0.12
YJR096W,160,0.0
YJR098C,160,-0.2
YJR099W,160,-0.11
YJR100C,160,-0.22
YJR101W,160,-0.37
YJR102C,160,0.14
YJR103W,160,-0.46
YJR104C,160,0.1
YJR106W,160,0.2
YJR108W,160,0.49
YJR109C,160,0.04
YJR116W,160,-0.13
YJR117W,160,-0.71
YJR118C,160,-0.1
YJR120W,160,0.37
YJR121W,160,0.44
YJR125C,160,0.26
YJR126C,160,-0.3
YJR127C,160,-0.21
YJR128W,160,0.0
YJR129C,160,0.16
YJR130C,160,-0.01
YJR131W,160,-0.6
YJR132W,160,-0.47
YJR133W,160,-0.24
YJR134C,160,-0.15
YJR135C,160,-0.22
YJR137C,160,0.46
YJR138W,160,-0.15
YJR139C,160,-0.29
YJR140C,160,0.01
YJR142W,160,0.09
YJR143C,160,0.09
YJR144W,160,-0.13
YJR145C,160,-0.03
YJR146W,160,-0.12
YJR147W,160,-0.42
YJR148W,160,0.23
YJR150C,160,0.62
YJR151C,160,-0.08
YJR152W,160,0.36
YJR153W,160,0.0
YJR154W,160,0.4
YJR157W,160,0.52
YJR158W,160,0.25
YJR159W,160,0.29
YJR160C,160,0.0
YJR161C,160,0.72
YKL001C,160,0.18
YKL002W,160,-0.46
YKL003C,160,-0.33
YKL004W,160,-0.38
YKL005C,160,-0.4
YKL006W,160,0.1
YKL008C,160,0.89
YKL010C,160,-0.13
YKL011C,160,-0.27
YKL012W,160,-0.41
YKL013C,160,-0.01
YKL014C,160,-0.19
YKL015W,160,-0.2
YKL016C,160,-0.14
YKL017C,160,-0.01
YKL018W,160,-0.09
YKL019W,160,-0.08
YKL020C,160,-0.2
YKL021C,160,-0.83
YKL022C,160,-0.23
YKL024C,160,-0.58
YKL026C,160,-0.1
YKL027W,160,-0.76
YKL028W,160,-0.47
YKL029C,160,-0.44
YKL030W,160,-0.27
YKL032C,160,-0.65
YKL033W,160,-0.48
YKL034W,160,0.05
YKL035W,160,0.14
YKL036C,160,0.0
YKL037W,160,0.33
YKL038W,160,-0.13
YKL039W,160,0.11
YKL040C,160,-0.41
YKL041W,160,-0.45
YKL042W,160,0.42
YKL043W,160,-0.34
YKL044W,160,-0.28
YKL045W,160,0.42
YKL046C,160,0.24
YKL047W,160,-0.39
YKL048C,160,-0.25
YKL049C,160,-0.39
YKL050C,160,-0.21
YKL051W,160,-0.47
YKL052C,160,-0.8
YKL053W,160,-0.94
YKL054C,160,-0.66
YKL055C,160,-0.11
YKL056C,160,0.22
YKL058W,160,0.14
YKL059C,160,-0.02
YKL060C,160,0.11
YKL061W,160,0.08
YKL062W,160,-0.48
YKL063C,160,0.09
YKL064W,160,-0.44
YKL065C,160,0.08
YKL066W,160,0.82
YKL067W,160,0.75
YKL068W,160,-0.35
YKL069W,160,0.02
YKL070W,160,0.04
YKL071W,160,-0.15
YKL072W,160,-0.35
YKL073W,160,-0.4
YKL074C,160,-0.66
YKL075C,160,-0.53
YKL076C,160,-0.35
YKL077W,160,-0.33
YKL078W,160,-0.87
YKL079W,160,-0.72
YKL080W,160,-0.01
YKL081W,160,-0.28
YKL082C,160,-1.14
YKL084W,160,-0.09
YKL085W,160,-0.11
YKL086W,160,-0.63
YKL087C,160,-0.35
YKL088W,160,-0.03
YKL091C,160,-0.22
YKL093W,160,-0.03
YKL095W,160,-0.45
YKL096W,160,1.12
YKL096W-A,160,0.07
YKL097C,160,0.15
YKL098W,160,-0.14
YKL099C,160,-0.79
YKL101W,160,0.42
YKL103C,160,0.14
YKL104C,160,0.07
YKL105C,160,-0.3
YKL106W,160,0.15
YKL108W,160,0.49
YKL110C,160,-0.39
YKL112W,160,0.0
YKL114C,160,0.12
YKL116C,160,-0.15
YKL117W,160,-0.45
YKL118W,160,0.31
YKL119C,160,-0.26
YKL120W,160,-0.46
YKL121W,160,-0.26
YKL122C,160,-0.42
YKL123W,160,-0.04
YKL127W,160,0.44
YKL129C,160,-0.37
YKL130C,160,0.07
YKL135C,160,-0.02
YKL136W,160,-0.02
YKL138C,160,-0.3
YKL140W,160,0.18
YKL142W,160,-0.29
YKL144C,160,-0.25
YKL145W,160,-0.53
YKL146W,160,0.08
YKL147C,160,0.14
YKL148C,160,0.08
YKL149C,160,-0.42
YKL150W,160,-0.53
YKL151C,160,-0.63
YKL152C,160,-0.22
YKL153W,160,-0.05
YKL154W,160,-0.14
YKL155C,160,-0.13
YKL156W,160,-0.16
YKL160W,160,-0.46
YKL162C,160,0.17
YKL163W,160,0.33
YKL164C,160,0.27
YKL165C,160,0.85
YKL166C,160,-0.33
YKL167C,160,-0.33
YKL168C,160,0.07
YKL169C,160,-0.24
YKL170W,160,-0.17
YKL172W,160,-0.73
YKL173W,160,-0.88
YKL174C,160,0.08
YKL175W,160,-0.02
YKL176C,160,-0.04
YKL177W,160,-0.07
YKL178C,160,0.11
YKL180W,160,-0.03
YKL181W,160,-0.21
YKL182W,160,0.12
YKL183W,160,-0.16
YKL184W,160,0.23
YKL185W,160,-0.55
YKL186C,160,-0.34
YKL187C,160,-0.01
YKL189W,160,-0.3
YKL191W,160,-0.44
YKL193C,160,-0.47
YKL194C,160,-0.01
YKL195W,160,-0.64
YKL197C,160,-0.24
YKL199C,160,-0.1
YKL201C,160,-0.02
YKL202W,160,0.51
YKL203C,160,0.05
YKL204W,160,-0.43
YKL205W,160,-0.39
YKL206C,160,-0.03
YKL207W,160,0.33
YKL208W,160,0.02
YKL210W,160,-0.16
YKL211C,160,-0.3
YKL212W,160,0.02
YKL213C,160,-0.15
YKL215C,160,-0.14
YKL216W,160,-0.85
YKL218C,160,-0.78
YKL219W,160,0.5
YKL222C,160,-0.2
YKL224C,160,0.03
YKL225W,160,0.01
YKR001C,160,-0.03
YKR002W,160,-0.23
YKR003W,160,-0.07
YKR004C,160,0.03
YKR005C,160,0.51
YKR006C,160,-0.09
YKR007W,160,-0.05
YKR008W,160,-0.17
YKR009C,160,0.21
YKR010C,160,-0.04
YKR011C,160,0.18
YKR012C,160,1.02
YKR013W,160,0.81
YKR014C,160,-0.21
YKR016W,160,-0.76
YKR017C,160,-0.33
YKR018C,160,-0.3
YKR019C,160,-0.3
YKR020W,160,-0.29
YKR021W,160,-0.29
YKR022C,160,-0.42
YKR023W,160,-0.77
YKR024C,160,-0.64
YKR025W,160,-0.49
YKR026C,160,-0.45
YKR027W,160,0.13
YKR028W,160,0.24
YKR030W,160,0.04
YKR033C,160,0.56
YKR034W,160,-0.17
YKR035C,160,-0.58
YKR036C,160,-0.3
YKR037C,160,-0.44
YKR038C,160,-0.2
YKR039W,160,0.26
YKR041W,160,0.2
YKR042W,160,-0.81
YKR043C,160,-0.76
YKR044W,160,-0.31
YKR045C,160,-0.17
YKR046C,160,0.21
YKR047W,160,-0.71
YKR048C,160,-0.86
YKR049C,160,-0.05
YKR050W,160,0.04
YKR051W,160,0.11
YKR052C,160,-1.54
YKR053C,160,0.24
YKR054C,160,0.24
YKR056W,160,-0.03
YKR057W,160,-0.06
YKR058W,160,0.34
YKR059W,160,0.25
YKR060W,160,-0.34
YKR061W,160,-0.56
YKR062W,160,-0.37
YKR063C,160,-0.13
YKR064W,160,0.08
YKR065C,160,0.12
YKR067W,160,0.02
YKR068C,160,-0.12
YKR069W,160,0.05
YKR071C,160,-0.71
YKR072C,160,-0.6
YKR074W,160,-0.44
YKR075C,160,-0.78
YKR076W,160,0.34
YKR077W,160,0.42
YKR078W,160,-0.2
YKR079C,160,-0.07
YKR080W,160,-0.55
YKR081C,160,-0.59
YKR083C,160,-0.11
YKR085C,160,-0.27
YKR086W,160,-0.19
YKR087C,160,-0.72
YKR088C,160,0.16
YKR089C,160,-0.06
YKR090W,160,0.41
YKR091W,160,-0.2
YKR092C,160,-0.27
YKR093W,160,0.04
YKR094C,160,-0.33
YKR095W,160,-0.37
YKR097W,160,0.37
YKR100C,160,-0.27
YKR102W,160,-1.02
YKR104W,160,-0.48
YKR106W,160,0.3
YLL001W,160,-0.04
YLL002W,160,0.55
YLL003W,160,-0.42
YLL005C,160,-0.32
YLL007C,160,0.2
YLL008W,160,-0.88
YLL009C,160,-0.52
YLL011W,160,-0.75
YLL013C,160,0.15
YLL014W,160,-0.63
YLL018C,160,-0.31
YLL020C,160,-0.07
YLL021W,160,0.25
YLL022C,160,0.33
YLL023C,160,0.48
YLL024C,160,-0.52
YLL026W,160,-0.47
YLL027W,160,-0.29
YLL028W,160,-0.48
YLL029W,160,-0.25
YLL032C,160,-0.47
YLL033W,160,0.08
YLL034C,160,-0.62
YLL036C,160,-0.64
YLL037W,160,-0.84
YLL038C,160,-0.48
YLL039C,160,-0.2
YLL040C,160,-0.21
YLL041C,160,0.24
YLL042C,160,-0.21
YLL043W,160,0.05
YLL044W,160,-0.19
YLL045C,160,0.02
YLL048C,160,0.34
YLL049W,160,0.13
YLL050C,160,0.0
YLL054C,160,-0.02
YLL058W,160,0.32
YLL060C,160,-0.39
YLL062C,160,0.3
YLL063C,160,0.11
YLL064C,160,0.06
YLL065W,160,-0.14
YLL066C,160,0.32
YLL067C,160,0.24
YLR001C,160,0.47
YLR002C,160,-0.3
YLR003C,160,-0.13
YLR005W,160,-0.09
YLR006C,160,0.08
YLR007W,160,-0.32
YLR009W,160,-0.73
YLR011W,160,-0.14
YLR014C,160,-0.32
YLR015W,160,-0.45
YLR018C,160,-0.72
YLR019W,160,-0.11
YLR020C,160,-0.1
YLR021W,160,-0.77
YLR022C,160,-0.26
YLR023C,160,0.17
YLR024C,160,-0.12
YLR025W,160,-0.51
YLR026C,160,-0.09
YLR027C,160,0.05
YLR028C,160,-0.06
YLR030W,160,0.43
YLR031W,160,0.06
YLR033W,160,-0.39
YLR034C,160,-0.66
YLR035C,160,-0.19
YLR036C,160,-0.36
YLR037C,160,0.02
YLR038C,160,-0.72
YLR040C,160,-0.1
YLR041W,160,0.24
YLR042C,160,-0.12
YLR043C,160,-0.1
YLR044C,160,0.28
YLR045C,160,0.36
YLR046C,160,0.31
YLR047C,160,0.31
YLR048W,160,0.11
YLR049C,160,0.32
YLR050C,160,0.51
YLR051C,160,-0.42
YLR053C,160,-0.1
YLR055C,160,0.36
YLR056W,160,-0.03
YLR057W,160,-0.51
YLR058C,160,-0.08
YLR059C,160,-0.6
YLR060W,160,-0.92
YLR061W,160,-1.52
YLR062C,160,-0.44
YLR063W,160,-0.34
YLR064W,160,-0.88
YLR065C,160,-0.38
YLR066W,160,-0.7
YLR067C,160,-0.44
YLR068W,160,-0.24
YLR069C,160,-0.18
YLR070C,160,0.23
YLR071C,160,-0.16
YLR072W,160,-0.46
YLR073C,160,0.03
YLR074C,160,-0.91
YLR075W,160,-0.26
YLR076C,160,-0.22
YLR077W,160,0.11
YLR078C,160,-0.22
YLR079W,160,-0.08
YLR081W,160,0.01
YLR082C,160,0.03
YLR083C,160,0.3
YLR084C,160,-0.78
YLR085C,160,-0.39
YLR086W,160,-0.73
YLR087C,160,0.3
YLR088W,160,0.04
YLR089C,160,0.15
YLR090W,160,-0.64
YLR091W,160,-0.23
YLR093C,160,-0.18
YLR095C,160,-0.22
YLR096W,160,-0.27
YLR097C,160,-0.06
YLR098C,160,-0.22
YLR099C,160,-0.11
YLR100W,160,-0.24
YLR101C,160,-0.39
YLR102C,160,0.07
YLR103C,160,0.45
YLR104W,160,-0.43
YLR105C,160,-0.56
YLR107W,160,-0.61
YLR108C,160,-0.27
YLR109W,160,-0.85
YLR112W,160,-0.17
YLR114C,160,-0.7
YLR115W,160,0.14
YLR116W,160,-0.36
YLR117C,160,-0.6
YLR118C,160,0.12
YLR120C,160,0.43
YLR121C,160,1.11
YLR122C,160,0.16
YLR123C,160,-0.31
YLR125W,160,-1.14
YLR126C,160,0.08
YLR127C,160,-0.13
YLR129W,160,-0.56
YLR130C,160,-0.27
YLR131C,160,-1.24
YLR132C,160,-0.38
YLR133W,160,-0.24
YLR134W,160,0.18
YLR135W,160,0.11
YLR136C,160,-0.37
YLR137W,160,-0.03
YLR138W,160,-1.0
YLR139C,160,-0.48
YLR141W,160,-0.09
YLR142W,160,0.06
YLR143W,160,-0.4
YLR144C,160,-0.04
YLR145W,160,-0.24
YLR147C,160,-0.23
YLR151C,160,0.1
YLR152C,160,-0.04
YLR153C,160,0.48
YLR154C,160,-0.36
YLR155C,160,0.23
YLR156W,160,-0.27
YLR157C,160,0.12
YLR158C,160,0.05
YLR159W,160,-0.07
YLR160C,160,0.05
YLR161W,160,0.02
YLR162W,160,0.34
YLR163C,160,-0.53
YLR165C,160,0.04
YLR166C,160,0.3
YLR167W,160,-0.07
YLR168C,160,-0.47
YLR169W,160,0.03
YLR170C,160,0.04
YLR171W,160,0.39
YLR172C,160,-0.43
YLR173W,160,-0.02
YLR174W,160,0.1
YLR175W,160,-0.74
YLR177W,160,-0.17
YLR179C,160,-0.12
YLR181C,160,-0.34
YLR183C,160,0.96
YLR185W,160,-0.22
YLR186W,160,-0.94
YLR187W,160,-0.11
YLR188W,160,0.26
YLR189C,160,0.1
YLR190W,160,-1.54
YLR191W,160,-0.49
YLR192C,160,-0.36
YLR193C,160,-0.16
YLR194C,160,-0.09
YLR195C,160,-0.35
YLR196W,160,-0.61
YLR197W,160,-0.67
YLR198C,160,-0.43
YLR199C,160,-0.37
YLR200W,160,-0.61
YLR201C,160,-0.31
YLR202C,160,-0.22
YLR203C,160,0.01
YLR204W,160,-0.56
YLR205C,160,-0.48
YLR206W,160,-0.24
YLR207W,160,-0.14
YLR208W,160,-0.31
YLR209C,160,-0.25
YLR210W,160,-0.22
YLR212C,160,0.79
YLR213C,160,0.1
YLR215C,160,-0.69
YLR216C,160,-0.5
YLR217W,160,-0.47
YLR218C,160,0.27
YLR219W,160,-0.31
YLR221C,160,-0.59
YLR222C,160,-0.55
YLR224W,160,-0.61
YLR225C,160,-0.45
YLR226W,160,-0.57
YLR227C,160,-0.45
YLR228C,160,-0.3
YLR229C,160,0.1
YLR230W,160,0.1
YLR231C,160,-0.11
YLR232W,160,-0.14
YLR234W,160,0.03
YLR235C,160,-0.54
YLR236C,160,0.19
YLR237W,160,-0.06
YLR238W,160,-0.04
YLR239C,160,-0.26
YLR240W,160,-0.2
YLR241W,160,0.04
YLR242C,160,-0.02
YLR243W,160,-0.44
YLR244C,160,-0.35
YLR245C,160,-0.14
YLR246W,160,-0.05
YLR247C,160,-0.78
YLR248W,160,-0.42
YLR249W,160,0.36
YLR250W,160,-0.75
YLR251W,160,0.07
YLR252W,160,-0.22
YLR253W,160,-1.35
YLR254C,160,-1.18
YLR256W,160,-0.08
YLR257W,160,-0.21
YLR258W,160,0.44
YLR259C,160,0.05
YLR260W,160,0.25
YLR261C,160,-0.39
YLR262C,160,-0.37
YLR264W,160,0.32
YLR265C,160,0.04
YLR266C,160,0.37
YLR267W,160,0.14
YLR268W,160,-0.13
YLR269C,160,-0.68
YLR270W,160,0.15
YLR271W,160,-0.33
YLR272C,160,0.17
YLR274W,160,-0.89
YLR275W,160,-0.51
YLR276C,160,-1.11
YLR277C,160,-0.44
YLR278C,160,0.2
YLR280C,160,0.31
YLR281C,160,-0.05
YLR282C,160,0.21
YLR283W,160,-0.23
YLR285W,160,-0.8
YLR286C,160,2.32
YLR287C,160,-0.75
YLR287C-A,160,-0.45
YLR288C,160,0.07
YLR289W,160,-0.15
YLR290C,160,0.24
YLR291C,160,-0.35
YLR292C,160,-0.35
YLR293C,160,-0.5
YLR294C,160,-0.33
YLR295C,160,-0.25
YLR297W,160,-0.62
YLR298C,160,-0.61
YLR299W,160,-0.14
YLR300W,160,0.43
YLR301W,160,-0.54
YLR302C,160,0.31
YLR303W,160,1.2
YLR304C,160,0.19
YLR305C,160,0.03
YLR306W,160,-0.13
YLR309C,160,-0.35
YLR310C,160,-0.14
YLR312W-A,160,0.18
YLR313C,160,0.29
YLR315W,160,-0.21
YLR317W,160,-1.17
YLR319C,160,-0.13
YLR320W,160,-0.08
YLR321C,160,-0.72
YLR322W,160,-0.26
YLR323C,160,-0.56
YLR324W,160,-0.61
YLR325C,160,-0.92
YLR326W,160,0.16
YLR327C,160,-0.12
YLR328W,160,-0.55
YLR330W,160,-0.97
YLR331C,160,0.27
YLR332W,160,0.5
YLR333C,160,-0.04
YLR334C,160,-0.19
YLR335W,160,-0.5
YLR336C,160,-0.26
YLR338W,160,-0.08
YLR339C,160,0.36
YLR340W,160,0.65
YLR341W,160,0.24
YLR342W,160,0.92
YLR343W,160,0.46
YLR344W,160,-0.45
YLR345W,160,-0.15
YLR347C,160,0.03
YLR348C,160,-0.46
YLR349W,160,-0.36
YLR350W,160,-0.41
YLR351C,160,-0.47
YLR352W,160,-0.02
YLR353W,160,-0.63
YLR354C,160,0.0
YLR355C,160,-0.02
YLR356W,160,0.52
YLR357W,160,-0.09
YLR358C,160,0.03
YLR359W,160,-0.09
YLR360W,160,0.11
YLR361C,160,-0.02
YLR362W,160,-0.27
YLR363C,160,0.11
YLR367W,160,0.25
YLR371W,160,-0.01
YLR373C,160,0.05
YLR375W,160,0.07
YLR378C,160,0.08
YLR379W,160,0.51
YLR380W,160,0.09
YLR381W,160,0.56
YLR382C,160,0.17
YLR383W,160,0.49
YLR384C,160,0.49
YLR385C,160,0.22
YLR386W,160,0.13
YLR387C,160,-0.15
YLR388W,160,0.15
YLR389C,160,0.12
YLR390W,160,0.14
YLR390W-A,160,0.25
YLR393W,160,-0.11
YLR394W,160,-0.04
YLR395C,160,0.01
YLR396C,160,-0.09
YLR397C,160,-0.55
YLR398C,160,-0.19
YLR400W,160,-0.61
YLR401C,160,-0.63
YLR402W,160,0.02
YLR403W,160,0.14
YLR404W,160,0.43
YLR405W,160,-0.39
YLR406C,160,0.12
YLR407W,160,-0.3
YLR409C,160,-0.4
YLR410W,160,0.04
YLR411W,160,-0.3
YLR412W,160,-0.18
YLR413W,160,-0.52
YLR414C,160,0.3
YLR417W,160,-0.38
YLR418C,160,-0.53
YLR419W,160,-0.26
YLR420W,160,-0.4
YLR421C,160,-0.2
YLR422W,160,0.65
YLR423C,160,-0.38
YLR424W,160,-0.32
YLR426W,160,-0.09
YLR427W,160,-0.34
YLR428C,160,0.04
YLR429W,160,-0.32
YLR430W,160,-0.18
YLR431C,160,-0.29
YLR432W,160,-0.12
YLR433C,160,-0.25
YLR435W,160,-0.58
YLR436C,160,0.07
YLR437C,160,-0.27
YLR438W,160,0.28
YLR439W,160,-0.3
YLR440C,160,-0.36
YLR441C,160,-0.41
YLR444C,160,-0.01
YLR446W,160,-0.26
YLR447C,160,-2.04
YLR448W,160,0.13
YLR449W,160,-0.79
YLR450W,160,0.35
YLR451W,160,-0.5
YLR452C,160,-0.36
YLR453C,160,-0.18
YLR454W,160,0.55
YLR455W,160,0.46
YLR457C,160,-0.06
YLR458W,160,0.51
YLR459W,160,0.66
YLR460C,160,0.18
YLR461W,160,-0.44
YLR462W,160,0.57
YLR463C,160,-0.09
YLR464W,160,0.33
YLR466W,160,-0.27
YLR467W,160,0.27
YML001W,160,0.18
YML002W,160,-0.49
YML004C,160,-0.45
YML005W,160,-0.91
YML006C,160,-0.49
YML007W,160,-0.74
YML008C,160,-0.53
YML009C,160,0.04
YML010C-B,160,0.44
YML010W,160,0.01
YML011C,160,-0.42
YML013W,160,-0.56
YML014W,160,0.03
YML015C,160,-0.41
YML016C,160,0.18
YML018C,160,0.32
YML019W,160,0.44
YML020W,160,0.28
YML021C,160,0.11
YML022W,160,0.19
YML023C,160,-0.48
YML027W,160,0.84
YML028W,160,-0.11
YML029W,160,-0.17
YML030W,160,-0.73
YML031W,160,-0.07
YML033W,160,-0.72
YML034W,160,-1.07
YML035C,160,-0.41
YML037C,160,-0.23
YML038C,160,-0.6
YML040W,160,-0.41
YML041C,160,-0.59
YML042W,160,0.03
YML043C,160,-0.31
YML045W,160,-0.49
YML046W,160,-0.15
YML048W,160,0.14
YML049C,160,0.58
YML050W,160,-0.54
YML051W,160,0.11
YML052W,160,-0.27
YML053C,160,-0.61
YML054C,160,-0.51
YML057W,160,-0.1
YML058C-A,160,0.33
YML058W,160,-0.22
YML059C,160,0.35
YML060W,160,-0.09
YML061C,160,0.09
YML063W,160,-0.92
YML064C,160,-0.82
YML065W,160,0.05
YML066C,160,-0.47
YML068W,160,0.12
YML070W,160,0.02
YML071C,160,-1.11
YML072C,160,0.31
YML073C,160,-0.2
YML074C,160,-1.53
YML075C,160,0.27
YML076C,160,-0.55
YML077W,160,0.08
YML078W,160,-0.1
YML080W,160,-0.63
YML081W,160,-0.21
YML082W,160,-0.56
YML085C,160,0.4
YML086C,160,0.03
YML087C,160,0.02
YML088W,160,-0.4
YML090W,160,-0.17
YML091C,160,-0.16
YML092C,160,-0.31
YML095C,160,-0.2
YML096W,160,-0.16
YML097C,160,-0.43
YML098W,160,-0.01
YML099C,160,-0.08
YML100W,160,0.54
YML101C,160,0.46
YML102W,160,0.36
YML103C,160,0.04
YML104C,160,0.27
YML105C,160,-0.24
YML106W,160,0.12
YML109W,160,0.13
YML111W,160,-0.7
YML113W,160,-0.4
YML115C,160,-0.11
YML116W,160,-0.29
YML117W,160,0.15
YML119W,160,-1.13
YML120C,160,-0.19
YML121W,160,-0.26
YML123C,160,0.11
YML125C,160,-0.42
YML126C,160,0.22
YML127W,160,0.03
YML128C,160,0.19
YML129C,160,-0.21
YML130C,160,-0.51
YML131W,160,0.1
YML132W,160,0.81
YML133C,160,0.19
YMR001C,160,-1.7
YMR002W,160,-0.55
YMR003W,160,-0.24
YMR004W,160,-0.34
YMR005W,160,-0.62
YMR007W,160,-0.09
YMR008C,160,-0.39
YMR009W,160,-0.41
YMR010W,160,-0.11
YMR011W,160,-0.19
YMR012W,160,-0.31
YMR013C,160,0.56
YMR014W,160,-0.56
YMR015C,160,0.19
YMR016C,160,-0.26
YMR019W,160,0.08
YMR020W,160,0.13
YMR021C,160,-0.33
YMR022W,160,0.23
YMR024W,160,-0.15
YMR026C,160,-0.34
YMR027W,160,-0.19
YMR028W,160,-0.65
YMR029C,160,-0.02
YMR030W,160,-0.7
YMR031C,160,-1.27
YMR032W,160,-1.26
YMR034C,160,0.16
YMR036C,160,0.8
YMR037C,160,-0.04
YMR038C,160,-0.63
YMR040W,160,0.1
YMR041C,160,-0.06
YMR042W,160,-0.16
YMR043W,160,-0.4
YMR044W,160,-0.48
YMR046C,160,-0.5
YMR047C,160,-0.32
YMR048W,160,-0.17
YMR049C,160,-1.33
YMR051C,160,-0.32
YMR052W,160,-0.12
YMR053C,160,-0.58
YMR054W,160,0.01
YMR055C,160,-0.59
YMR056C,160,0.29
YMR058W,160,-0.28
YMR059W,160,-0.57
YMR061W,160,-1.37
YMR062C,160,-0.81
YMR063W,160,-0.06
YMR064W,160,-0.39
YMR065W,160,-0.48
YMR066W,160,-0.5
YMR072W,160,0.21
YMR079W,160,0.0
YMR080C,160,-0.21
YMR081C,160,0.51
YMR083W,160,0.04
YMR086W,160,-0.1
YMR087W,160,-0.14
YMR088C,160,0.21
YMR089C,160,-0.24
YMR090W,160,-0.14
YMR091C,160,-0.14
YMR092C,160,-0.19
YMR093W,160,-0.78
YMR096W,160,0.28
YMR097C,160,0.03
YMR099C,160,-0.47
YMR100W,160,0.18
YMR101C,160,-0.26
YMR102C,160,-0.16
YMR103C,160,0.1
YMR105C,160,-0.48
YMR106C,160,-0.2
YMR108W,160,-0.42
YMR109W,160,0.43
YMR110C,160,-0.17
YMR112C,160,-0.42
YMR113W,160,0.08
YMR114C,160,-0.47
YMR116C,160,0.19
YMR118C,160,0.24
YMR119W,160,-0.03
YMR120C,160,-0.07
YMR121C,160,-0.19
YMR123W,160,-0.03
YMR125W,160,-0.14
YMR128W,160,-0.82
YMR129W,160,-0.29
YMR134W,160,-0.14
YMR135C,160,-0.26
YMR136W,160,-0.46
YMR138W,160,-0.32
YMR139W,160,-0.09
YMR140W,160,-0.26
YMR141C,160,-0.33
YMR144W,160,-0.22
YMR145C,160,-0.26
YMR146C,160,-0.65
YMR147W,160,0.11
YMR148W,160,0.35
YMR150C,160,-0.02
YMR152W,160,0.26
YMR153W,160,-0.16
YMR156C,160,0.14
YMR157C,160,0.37
YMR158W,160,-0.92
YMR160W,160,0.17
YMR161W,160,-0.15
YMR162C,160,0.15
YMR163C,160,-0.05
YMR164C,160,0.22
YMR165C,160,-0.41
YMR166C,160,0.08
YMR167W,160,0.14
YMR168C,160,-0.3
YMR169C,160,-0.14
YMR170C,160,-0.45
YMR171C,160,-0.07
YMR172W,160,-0.03
YMR173W,160,-0.29
YMR174C,160,-0.17
YMR176W,160,-0.07
YMR177W,160,-0.2
YMR178W,160,0.03
YMR179W,160,0.43
YMR180C,160,0.07
YMR181C,160,0.02
YMR182C,160,0.23
YMR183C,160,-0.39
YMR184W,160,0.02
YMR186W,160,-0.91
YMR187C,160,-0.3
YMR188C,160,-0.36
YMR189W,160,-0.88
YMR190C,160,0.02
YMR191W,160,-0.29
YMR193W,160,-0.4
YMR197C,160,-0.57
YMR198W,160,-0.11
YMR199W,160,0.93
YMR200W,160,0.11
YMR202W,160,0.29
YMR203W,160,0.64
YMR211W,160,-0.2
YMR213W,160,-0.62
YMR214W,160,-0.36
YMR215W,160,0.29
YMR222C,160,-0.28
YMR224C,160,-0.62
YMR229C,160,0.96
YMR235C,160,-0.51
YMR237W,160,0.08
YMR238W,160,0.5
YMR246W,160,-0.41
YMR247C,160,0.11
YMR250W,160,0.23
YMR251W,160,0.05
YMR252C,160,0.0
YMR253C,160,-0.11
YMR256C,160,0.05
YMR263W,160,0.22
YMR264W,160,-2.58
YMR265C,160,-0.02
YMR266W,160,0.13
YMR267W,160,-0.47
YMR268C,160,-0.02
YMR269W,160,-0.38
YMR270C,160,-0.45
YMR271C,160,-0.17
YMR272C,160,0.14
YMR273C,160,0.11
YMR274C,160,0.07
YMR275C,160,-0.4
YMR276W,160,-0.7
YMR277W,160,-0.44
YMR278W,160,-0.18
YMR279C,160,-0.2
YMR281W,160,0.03
YMR282C,160,0.14
YMR284W,160,-0.62
YMR285C,160,-0.58
YMR286W,160,-0.37
YMR287C,160,0.2
YMR291W,160,-0.1
YMR294W,160,-0.53
YMR296C,160,-0.34
YMR298W,160,1.42
YMR300C,160,-0.81
YMR304W,160,-0.33
YMR306W,160,0.44
YMR307W,160,0.96
YMR308C,160,-0.02
YMR309C,160,-0.22
YMR310C,160,-0.36
YMR311C,160,-0.47
YMR312W,160,-0.01
YMR313C,160,0.03
YMR314W,160,-0.35
YMR315W,160,0.21
YMR316W,160,-0.15
YMR318C,160,-0.45
YMR320W,160,-0.06
YMR323W,160,0.18
YNL001W,160,-0.34
YNL003C,160,-0.19
YNL005C,160,-0.28
YNL006W,160,-0.35
YNL007C,160,-0.57
YNL008C,160,0.35
YNL010W,160,-0.19
YNL011C,160,-0.06
YNL013C,160,-0.13
YNL015W,160,-0.76
YNL016W,160,-0.1
YNL019C,160,-0.2
YNL021W,160,-0.2
YNL023C,160,-0.39
YNL025C,160,0.16
YNL027W,160,-0.41
YNL030W,160,1.28
YNL031C,160,0.75
YNL032W,160,-0.21
YNL033W,160,0.45
YNL036W,160,-0.28
YNL037C,160,-0.05
YNL038W,160,-0.22
YNL039W,160,0.04
